id,kayit_zamani,anlik_fiyat,spot_cvd,vadeli_cvd,open_interest,funding_rate,order_book_depth_bid_1pct,liquidation_pool_volume,guven_skoru,sinyal_durumu,is_win,agg_long_liq,agg_short_liq,long_short_ratio,en_olgun_emir_yasi_sn,order_book_depth_ask_1pct,en_olgun_ask_yasi_sn,long_skor,short_skor,yakin_likidite_bid,yakin_likidite_ask,emilim_borsasi,spot_egilim,perp_egilim,emilim_spot_pay,emilim_esnekligi,satici_tukenmesi,sonme_orani,alici_tukenmesi,alici_sonme_orani,spot_bid_agir_sayi,spot_ask_agir_sayi,spot_borsa_sayisi,perp_bid_agir_sayi,perp_ask_agir_sayi,perp_borsa_sayisi,spot_ob_yasi_sn,perp_ob_yasi_sn,swing_kademe,swing_yon,swing_skor,swing_seviye,swing_kisa_hedef,swing_uzun_hedef,swing_stop,swing_rr,swing_tetik,seviye_guc,seviye_yasi_dk,seviye_yenileme_sayisi,delme_min_belirleyen,delme_atr_kati,lik_yog_yon,lik_yog_ters,lik_iki_tarafli,mum_ici_konum,lik_pencere_damgasi,lik_borsa_sayisi,lik_donma_sayaci,swing_rr_kisa,harita_seviye_sayisi,harita_medyan_yas_dk,harita_grab_uygun,golge_yon,golge_kapi,golge_skor
31849,2026-07-30 00:21:02.609778+00,64003.05,6138208.486160978,1664618.7260000003,11749692112.5983,0.00007677000000000001,49610436.77691007,56563.08010000001,49.9,BEKLE,true,6914.410100000001,49648.670000000006,1.5648,181.951,46113776.668150015,906.618,0.0,49.9,"[{""usdt"": 16963364.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8741476.0, ""borsa"": 1, ""fiyat"": 63925.0, ""kaynak"": ""BNB""}, {""usdt"": 8561151.0, ""borsa"": 2, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB""}]","[{""usdt"": 11435943.0, ""borsa"": 3, ""fiyat"": 64000.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8615242.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 6897690.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}]",YOK,0.0769,0.0365,0.6867,0.633,false,,false,3.979,1,1,3,0,0,3,48.7,49.8,IZLE,,25,64011.2,,,,,SEVIYE,65,2559.4,256,,,,,,,1785370740,2,0,,22,1447.8,22,,,
31850,2026-07-30 00:22:03.241985+00,64001.75,6315004.005850277,1635591.333,11746859637.653198,0.00007677000000000001,50248913.43492003,6914.410100000001,24.9,BEKLE,true,6914.410100000001,0.0,1.5654,60.278,44307790.27748997,966.896,0.0,24.9,"[{""usdt"": 16364272.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10817985.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}, {""usdt"": 7771861.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 10676051.0, ""borsa"": 3, ""fiyat"": 64000.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10102997.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}, {""usdt"": 8178293.0, ""borsa"": 3, ""fiyat"": 64025.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.0205,0.0628,0.4837,4.5236,false,,false,3.9839,0,1,3,0,0,3,45,46.2,IZLE,,25,64011.2,,,,,SEVIYE,65,2560.4,256,,,,,,,1785370740,2,0,,22,1448.8,22,,,
31851,2026-07-30 00:23:03.552223+00,64011.05,6631809.959025775,1647922.4140000003,11749814939.9645,0.00007677000000000001,45123275.68309002,1408.451,31.3,BEKLE,true,1408.451,0.0,1.5654,60.612,51504532.418939985,1027.508,0.0,31.3,"[{""usdt"": 12141016.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9185169.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}, {""usdt"": 8952817.0, ""borsa"": 1, ""fiyat"": 63925.0, ""kaynak"": ""BNB""}]","[{""usdt"": 16396194.0, ""borsa"": 3, ""fiyat"": 64025.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9649952.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 7630590.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]",YOK,0.0576,-0.066,0.3166,1.7951,false,,false,4.3469,0,1,3,0,1,3,41.8,42.9,IZLE,,25,64011.2,,,,,SEVIYE,65,2561.4,256,,,,,,,1785370740,1,0,,22,1449.8,22,,,
31852,2026-07-30 00:24:03.802883+00,63996.25,6745059.526276179,1457731.1610000003,11748674926.1352,0.00007677000000000001,48637454.351469964,1408.451,17.7,BEKLE,true,1408.451,0.0,1.5654,120.962,50240339.54276006,1087.858,0.0,17.7,"[{""usdt"": 15801151.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9165455.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}, {""usdt"": 8861116.0, ""borsa"": 1, ""fiyat"": 63925.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14489567.0, ""borsa"": 3, ""fiyat"": 64025.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9134949.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 8206501.0, ""borsa"": 3, ""fiyat"": 64000.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.0465,-0.0162,0.681,4.704,false,,false,,0,0,3,0,0,3,38.4,39.5,IZLE,,25,64011.2,,,,,SEVIYE,65,2562.4,256,,,,,,,1785370740,1,1,,22,1450.8,22,,,
31853,2026-07-30 00:25:04.123219+00,63964.75,6265891.980540779,1446350.7270000002,11743341068.423199,0.00007677000000000001,50755804.17714993,0.0,16.6,BEKLE,true,0.0,0.0,1.5654,181.163,45667651.103720054,181.163,0.0,16.6,"[{""usdt"": 11835840.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11835540.0, ""borsa"": 3, ""fiyat"": 63925.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9208144.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13434121.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7245669.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}, {""usdt"": 6970977.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}]",YOK,0.0485,0.0528,0.8918,2.544,false,,false,,1,1,3,0,0,3,34.8,35.9,IZLE,,25,63952,,,,,SEVIYE,85,1952.5,195,,,,,,,,,0,,22,1451.9,22,,,
31854,2026-07-30 00:26:04.380653+00,63968.95,4637612.98178198,1280400.521,11742092058.753101,0.00007677000000000001,48001166.333309956,0.0,26.9,BEKLE,false,0.0,0.0,1.5654,241.517,43933025.552490026,120.555,26.9,0.0,"[{""usdt"": 11097719.0, ""borsa"": 3, ""fiyat"": 63925.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10848502.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10006503.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13678827.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7531335.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 7095513.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]",YOK,0.0163,0.0443,0.767,0.9564,false,,false,2.0742,0,1,3,0,1,3,31.3,32.4,IZLE,,25,63950.3,,,,,SEVIYE,65,1953.5,196,,,,,,,,,0,,21,1002.3,21,,,
31855,2026-07-30 00:27:04.665251+00,63957.45,4749226.786765281,1281987.503,11744517616.0956,0.00007677000000000001,46912962.75130995,0.0,27.4,BEKLE,false,0.0,0.0,1.5634,301.746,43906292.870260045,120.583,27.4,0.0,"[{""usdt"": 15282870.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9456242.0, ""borsa"": 1, ""fiyat"": 63875.0, ""kaynak"": ""BNB""}, {""usdt"": 8706159.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 9461923.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9263448.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 8405179.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]",YOK,-0.0328,0.0331,0.7887,1.2244,false,,false,0.703,0,1,3,0,0,3,27.4,28.5,IZLE,,25,63950.3,,,,,SEVIYE,65,1954.5,196,,,,,,,,,0,,21,1003.3,21,,,
31856,2026-07-30 00:28:04.927111+00,63949.95,4602520.153666981,1257375.3769999999,11742202712.8615,0.00007677000000000001,46305952.454710044,0.0,24.6,BEKLE,false,0.0,0.0,1.5634,362.005,46064274.86358001,60.259,24.6,0.0,"[{""usdt"": 15231431.0, ""borsa"": 3, ""fiyat"": 63925.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8647116.0, ""borsa"": 1, ""fiyat"": 63875.0, ""kaynak"": ""BNB""}, {""usdt"": 7325171.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10122997.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9431342.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}, {""usdt"": 8767157.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,-0.0648,0.0026,0.8141,1.3448,false,,false,0.5738,0,1,3,0,1,3,23.8,24.9,IZLE,,25,63950.3,,,,,SEVIYE,65,1955.5,196,,,,,,,,,0,,21,1004.3,21,,,
31857,2026-07-30 00:29:05.247774+00,63979.95,5251609.126268183,1253326.947,11744438033.034,0.00007677000000000001,46208654.493389964,0.0,20.1,BEKLE,false,0.0,0.0,1.5634,422.291,56495603.60037005,0,20.1,0.0,"[{""usdt"": 11492719.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11436671.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}, {""usdt"": 9314586.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 25726380.0, ""borsa"": 3, ""fiyat"": 64000.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10347016.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}, {""usdt"": 7191857.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}]",YOK,0.0142,-0.1002,0.8603,0.5153,false,,true,0.4574,0,1,3,0,2,3,20.3,21.4,IZLE,,25,63950.3,,,,,SEVIYE,65,1956.5,196,,,,,,,,,0,,21,1005.3,21,,,
31858,2026-07-30 00:30:05.440271+00,63971.55,5240311.162668585,1258553.966,11746178518.9156,0.00007677000000000001,45267015.03415999,0.0,20.3,BEKLE,false,0.0,0.0,1.5634,482.601,46090413.596370034,60.31,20.3,0.0,"[{""usdt"": 13422724.0, ""borsa"": 3, ""fiyat"": 63950.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9822997.0, ""borsa"": 1, ""fiyat"": 63875.0, ""kaynak"": ""BNB""}, {""usdt"": 9015496.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13668724.0, ""borsa"": 3, ""fiyat"": 64000.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8364255.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}, {""usdt"": 7345854.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}]",YOK,-0.0297,-0.009,0.8215,0.2991,false,,false,2.3289,0,1,3,0,0,3,16.8,17.8,IZLE,,25,63950.3,,,,,SEVIYE,65,1957.5,196,,,,,,,,,0,,21,1006.3,21,,,
31859,2026-07-30 00:31:05.84645+00,63953.850000000006,-174610.0156492937,-229890.72699999998,11742674634.1862,0.00007677000000000001,48147804.09375001,0.0,56.3,BEKLE,,0.0,0.0,1.5634,542.832,48954910.52590005,120.541,56.3,0.0,"[{""usdt"": 12892317.0, ""borsa"": 3, ""fiyat"": 63925.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11196370.0, ""borsa"": 1, ""fiyat"": 63850.0, ""kaynak"": ""BNB""}, {""usdt"": 9454792.0, ""borsa"": 1, ""fiyat"": 63900.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11796481.0, ""borsa"": 3, ""fiyat"": 63975.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7978482.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}, {""usdt"": 7920898.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]",YOK,-0.0189,-0.0083,0.7286,0.1255,false,6.2336,false,,0,1,3,0,0,3,13.3,14.3,IZLE,,25,63950.3,,,,,SEVIYE,65,1958.5,196,,,,,,,,,0,,21,1007.3,21,,,
