id,kayit_zamani,anlik_fiyat,spot_cvd,vadeli_cvd,open_interest,funding_rate,order_book_depth_bid_1pct,liquidation_pool_volume,guven_skoru,sinyal_durumu,is_win,agg_long_liq,agg_short_liq,long_short_ratio,en_olgun_emir_yasi_sn,order_book_depth_ask_1pct,en_olgun_ask_yasi_sn,long_skor,short_skor,yakin_likidite_bid,yakin_likidite_ask,emilim_borsasi,spot_egilim,perp_egilim,emilim_spot_pay,emilim_esnekligi,satici_tukenmesi,sonme_orani,alici_tukenmesi,alici_sonme_orani,spot_bid_agir_sayi,spot_ask_agir_sayi,spot_borsa_sayisi,perp_bid_agir_sayi,perp_ask_agir_sayi,perp_borsa_sayisi,spot_ob_yasi_sn,perp_ob_yasi_sn,swing_kademe,swing_yon,swing_skor,swing_seviye,swing_kisa_hedef,swing_uzun_hedef,swing_stop,swing_rr,swing_tetik,seviye_guc,seviye_yasi_dk,seviye_yenileme_sayisi,delme_min_belirleyen,delme_atr_kati,lik_yog_yon,lik_yog_ters,lik_iki_tarafli,mum_ici_konum,lik_pencere_damgasi,lik_borsa_sayisi,lik_donma_sayaci,swing_rr_kisa,harita_seviye_sayisi,harita_medyan_yas_dk,harita_grab_uygun,golge_yon,golge_kapi,golge_skor
32028,2026-07-30 03:21:10.198575+00,64210.05,4661479.721003297,1711899.198,11826483140.6884,0.00007677000000000001,46722651.343639985,0.0,26.3,BEKLE,true,0.0,0.0,1.4988,0,42438571.60134001,60.304,0.0,26.3,"[{""usdt"": 15118831.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11205093.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 7931280.0, ""borsa"": 1, ""fiyat"": 64150.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10335700.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8604802.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}, {""usdt"": 8239073.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,-0.0247,0.048,0.5436,0.5345,true,0,false,,0,0,3,0,0,3,54.2,55.2,IZLE,,25,64174.9,,,,,SEVIYE,75,666.6,67,,,,,,,,,0,,17,1157.4,17,,,
32029,2026-07-30 03:22:10.505355+00,64190.25,5233684.762265997,2043609.2480000004,11826643594.6824,0.00007677000000000001,46935738.73842998,0.0,28.2,BEKLE,true,0.0,0.0,1.4975,60.474,48972688.85270005,60.474,0.0,28.2,"[{""usdt"": 18032270.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10497395.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 7598628.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}]","[{""usdt"": 9426573.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9173081.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 8349053.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.0066,-0.0212,0.5341,3.4548,false,,false,,0,0,3,0,0,3,50.4,51.4,IZLE,,25,64174.9,,,,,SEVIYE,75,667.6,67,,,,,,,,,0,,17,1158.4,17,,,
32030,2026-07-30 03:23:11.077436+00,64173.350000000006,5102010.618006496,2025669.775,11825970736.885,0.00007677000000000001,49610575.22281999,0.0,27.9,BEKLE,true,0.0,0.0,1.4975,60.285,43357041.14783005,60.285,0.0,27.9,"[{""usdt"": 10867653.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10454122.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9505465.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14851199.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8475996.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}, {""usdt"": 7314439.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,0.0168,0.0673,0.4747,4.3255,false,,false,,0,0,3,0,0,3,46.8,47.9,IZLE,,25,64174.9,,,,,SEVIYE,75,668.6,67,,,,,,,,,0,,17,1159.4,17,,,
32031,2026-07-30 03:24:11.422961+00,64208.05,5268475.589305897,2022074.4749999999,11827661522.153801,0.00007677000000000001,47415720.032400005,0.0,25.0,BEKLE,true,0.0,0.0,1.4975,60.583,44115926.61258997,60.583,0.0,25.0,"[{""usdt"": 15105662.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9853204.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 8638658.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 12879388.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8181553.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 7082042.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,0.0086,0.0361,0.5868,0.8846,false,,false,,0,0,3,0,0,3,43.6,44.7,IZLE,,25,64174.9,,,,,SEVIYE,75,669.6,67,,,,,,,,,0,,17,1160.4,17,,,
32032,2026-07-30 03:25:11.622253+00,64200.05,5081832.336153797,1999837.789,11825997161.7959,0.00007677000000000001,43197718.56814998,0.0,16.1,BEKLE,true,0.0,0.0,1.4975,0,36720363.26998003,0,0.0,16.1,"[{""usdt"": 10003653.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9354413.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 7299492.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 13133923.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7078790.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}, {""usdt"": 6356588.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,-0.0643,0.081,0.5414,0.1856,true,0,false,,0,1,3,0,0,3,40,41,IZLE,,25,64174.9,,,,,SEVIYE,75,670.6,67,,,,,,,,,0,,17,1161.4,17,,,
32033,2026-07-30 03:26:11.867665+00,64197.350000000006,315909.110732596,1360404.1579999998,11827964510.0774,0.00007677000000000001,44346465.16763,0.0,30.8,BEKLE,false,0.0,0.0,1.4975,0,47596556.11057006,60.193,30.8,0.0,"[{""usdt"": 13020250.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9464021.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}, {""usdt"": 8821399.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 12108973.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11539397.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 8468727.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}]",YOK,0.0013,-0.0353,0.9007,0.1323,true,0,false,,0,0,3,2,0,3,36.3,37.4,IZLE,,25,64149.1,,,,,SEVIYE,55,1633.0,164,,,,,,,,,0,,17,1252.5,17,,,
32034,2026-07-30 03:27:12.188457+00,64235.649999999994,299157.32932129636,1362900.4540000001,11828340486.8606,0.00007677000000000001,45382329.73612001,0.0,34.5,BEKLE,false,0.0,0.0,1.495,0,43832188.99436003,60.295,34.5,0.0,"[{""usdt"": 14402473.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9125436.0, ""borsa"": 1, ""fiyat"": 64150.0, ""kaynak"": ""BNB""}, {""usdt"": 8452827.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10012557.0, ""borsa"": 3, ""fiyat"": 64250.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9620770.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 8737952.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,0.0084,0.0174,0.8417,0.3894,true,0,false,,0,0,3,1,0,3,32.8,33.9,IZLE,,25,64299.9,,,,,SEVIYE,55,883.0,89,,,,,,,,,0,,17,1253.5,17,,,
32035,2026-07-30 03:28:12.496873+00,64246.25,141775.79886519563,1353315.683,11832148939.2104,0.00007677000000000001,46872066.03958003,0.0,39.2,BEKLE,false,0.0,0.0,1.495,60.333,48145110.18885997,60.333,39.2,0.0,"[{""usdt"": 14945056.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10439717.0, ""borsa"": 1, ""fiyat"": 64175.0, ""kaynak"": ""BNB""}, {""usdt"": 6690430.0, ""borsa"": 1, ""fiyat"": 64150.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14847178.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10400557.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}, {""usdt"": 8183598.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]",YOK,0.0404,-0.0134,0.844,0.6238,true,0,false,,1,0,3,0,0,3,29.4,30.4,IZLE,,25,64299.9,,,,,SEVIYE,55,884.0,89,,,,,,,,,0,,17,1254.5,17,,,
32036,2026-07-30 03:29:12.802008+00,64239.649999999994,92575.81533019623,1543498.103,11831164686.3707,0.00007677000000000001,49550608.76531998,64.2397,31.1,BEKLE,false,0.0,64.2397,1.495,60.252,45058360.390030034,120.585,31.1,0.0,"[{""usdt"": 11907910.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10578595.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8857515.0, ""borsa"": 1, ""fiyat"": 64175.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13134559.0, ""borsa"": 3, ""fiyat"": 64250.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9044190.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 8115784.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}]",YOK,0.0543,0.0475,0.8881,0.2725,true,0.3284,false,,2,0,3,1,0,3,25.8,26.9,IZLE,,25,64299.9,,,,,SEVIYE,55,885.0,89,,,,,,,1785382080,1,0,,17,1255.5,17,,,
32037,2026-07-30 03:30:13.101566+00,64209.95,31779.590193795666,1552423.234,11831869664.689701,0.00007677000000000001,46965874.197680004,64.2397,30.1,BEKLE,false,0.0,64.2397,1.495,120.603,44585771.313200034,180.936,30.1,0.0,"[{""usdt"": 14878466.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8682136.0, ""borsa"": 1, ""fiyat"": 64175.0, ""kaynak"": ""BNB""}, {""usdt"": 7907505.0, ""borsa"": 1, ""fiyat"": 64150.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10906839.0, ""borsa"": 3, ""fiyat"": 64250.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10154316.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 8716763.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.0162,0.026,0.8922,0.0879,true,0.3365,false,,0,0,3,0,0,3,22.4,23.4,IZLE,,25,64149.1,,,,,SEVIYE,55,1637.0,164,,,,,,,1785382080,1,1,,17,1256.5,17,,,
32038,2026-07-30 03:31:13.584274+00,64180.05,-168680.79593309897,525681.577,11823576999.1978,0.00007677000000000001,49291690.46024003,64.2397,38.8,BEKLE,false,0.0,64.2397,1.495,0,46636340.932000026,0,38.8,0.0,"[{""usdt"": 17036192.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9664681.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 7012366.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13470929.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7794237.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}, {""usdt"": 7456582.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,0.0178,0.0277,0.2987,0.536,false,0.6965,false,,0,0,3,2,0,3,18.7,19.8,IZLE,,25,64149.1,,,,,SEVIYE,55,1638.0,164,,,,,,,1785382080,1,2,,17,1257.5,17,,,
32039,2026-07-30 03:32:13.897536+00,64158.55,-485443.8335551982,320846.22099999996,11820144069.734499,0.00007677000000000001,64337743.22240996,64.2397,42.0,BEKLE,true,0.0,64.2397,1.495,60.19,45979091.46570002,60.19,42.0,0.0,"[{""usdt"": 22342177.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 15634489.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9389657.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11878371.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9669037.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8672038.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]",PERP,-0.0371,0.1664,0.3558,1.7566,false,0.7438,false,,0,0,3,2,0,3,15.1,16.2,IZLE,,25,64149.1,,,,,SEVIYE,55,1639.0,164,,,,,,,1785382080,1,3,,17,1258.5,17,,,
32040,2026-07-30 03:33:14.324917+00,64151.850000000006,-595340.2663924985,228983.67200000002,11816998791.5524,0.00007677000000000001,62794457.33214998,0.0,38.3,BEKLE,true,0.0,0.0,1.495,60.335,41208098.344110005,120.525,38.3,0.0,"[{""usdt"": 26634308.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 12535393.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7838406.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}]","[{""usdt"": 12003086.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8774884.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 6441575.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]",PERP,-0.0173,0.2076,0.3247,2.0891,false,0.7623,false,,0,1,3,2,0,3,11.3,12.4,IZLE,,25,64149.1,,,,,SEVIYE,55,1640.0,164,,,,,,,,,0,,17,1259.5,17,,,
32041,2026-07-30 03:34:14.62887+00,64182.45,-467479.67834159906,271398.24100000004,11821430939.0448,0.00007677000000000001,47344140.58546999,0.0,40.9,BEKLE,,0.0,0.0,1.495,60.467,56491704.199949995,0,40.9,0.0,"[{""usdt"": 11567236.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10976686.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 10486931.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 15258211.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12749745.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9222585.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,-0.0396,-0.0881,0.2441,1.2525,false,0.7645,false,,0,0,3,2,1,3,8,9,IZLE,,25,64149.1,,,,,SEVIYE,55,1641.0,164,,,,,,,,,0,,17,1260.5,17,,,
32042,2026-07-30 03:35:14.971964+00,64176.55,-980404.1123680996,-50268.672,11821042493.535799,0.00007677000000000001,45541425.53663002,64.1766,55.7,BEKLE,false,64.1766,0.0,1.495,120.754,57139707.75528996,60.287,55.7,0.0,"[{""usdt"": 13067296.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10488597.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 6949969.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 16337033.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 15431767.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8579314.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]",YOK,-0.0071,-0.113,0.3166,0.5251,false,0.8899,false,,0,0,3,1,1,3,4.4,5.5,IZLE,,25,64149.1,,,,,SEVIYE,55,1642.0,164,,,,,,,1785382440,1,0,,17,1261.5,17,,,
32043,2026-07-30 03:36:15.379517+00,64176.45,-918370.5418577996,-42754.414,11821213811.723,0.00007677000000000001,46140187.271730036,64.1766,36.5,BEKLE,true,64.1766,0.0,1.4944,120.661,45446997.88929002,120.661,36.5,0.0,"[{""usdt"": 13160447.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11192106.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 6674604.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11432174.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}, {""usdt"": 10842024.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 6828650.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]",YOK,-0.1133,0.0076,0.4879,0.1202,false,,false,,0,1,3,1,0,3,1,63.4,IZLE,,25,64149.1,,,,,SEVIYE,55,1643.0,165,,,,,,,1785382440,1,1,,19,1262.5,19,,,
32044,2026-07-30 03:37:15.576117+00,64120.350000000006,-1227388.7690217984,-99090.969,11815058604.0033,0.00007677000000000001,45150917.77854002,64.1766,34.3,BEKLE,true,64.1766,0.0,1.4944,180.986,46400794.56996002,180.986,34.3,0.0,"[{""usdt"": 13551618.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11192106.0, ""borsa"": 1, ""fiyat"": 64100.0, ""kaynak"": ""BNB""}, {""usdt"": 6674604.0, ""borsa"": 1, ""fiyat"": 64125.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11432174.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}, {""usdt"": 10330949.0, ""borsa"": 3, ""fiyat"": 64200.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 6828650.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]",YOK,-0.1133,-0.0137,0.5607,1.4814,false,,false,,0,1,3,0,0,3,61.4,62.4,IZLE,,25,64149.1,,,,,SEVIYE,55,1644.0,165,,,,,,,1785382440,1,2,,19,1263.6,19,,,
32045,2026-07-30 03:38:15.81837+00,64137.149999999994,-1227388.7690217984,-99090.969,11815058604.0033,0.00007677000000000001,61197944.692100026,64.1766,31.9,BEKLE,,64.1766,0.0,1.4944,0,42060744.84323004,0,31.9,0.0,"[{""usdt"": 24219411.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 15123354.0, ""borsa"": 3, ""fiyat"": 64100.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8237962.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10988778.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7629379.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7142500.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]",PERP,-0.1081,0.1853,0.5819,0.6946,false,,false,,0,1,3,1,0,3,57.8,58.8,IZLE,,25,64149.1,,,,,SEVIYE,55,1645.0,165,,,,,,,1785382440,1,2,,19,1264.6,19,,,
32046,2026-07-30 03:39:16.059326+00,64133.149999999994,-1048762.2262577973,-50169.475,11817188867.4147,0.00007677000000000001,59435776.363410056,64.1766,26.4,BEKLE,true,64.1766,0.0,1.4944,60.271,46110741.70624,60.271,26.4,0.0,"[{""usdt"": 25106282.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 14937890.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7710516.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11321950.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9389604.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 8631743.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,-0.038,0.1262,0.5663,2.4639,false,,true,0,0,0,3,1,0,3,54.2,55.3,IZLE,,25,64149.1,,,,,SEVIYE,55,1646.1,165,,,,,,,1785382440,1,3,,19,1265.6,19,,,
32047,2026-07-30 03:40:16.34493+00,64124.95,-1088077.8796040951,-10803.006000000001,11817342481.433,0.00007677000000000001,61627376.816020064,0.0,9.6,BEKLE,,0.0,0.0,1.4944,120.548,48231042.77624001,120.548,0.0,9.6,"[{""usdt"": 24710079.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 13232694.0, ""borsa"": 3, ""fiyat"": 64100.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8751169.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13071256.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8352352.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 7974343.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]",YOK,-0.1152,0.1219,,,false,,true,0,0,1,3,1,0,3,50.7,51.8,IZLE,,25,64149.1,,,,,SEVIYE,55,1647.1,165,,,,,,,,,0,,19,1266.6,19,,,
32048,2026-07-30 03:41:16.618033+00,64141.05,-232534.92615269707,204818.58599999998,11815099594.3943,0.00007677000000000001,66179962.680200025,0.0,19.8,BEKLE,false,0.0,0.0,1.4944,180.801,43074404.09417001,180.801,0.0,19.8,"[{""usdt"": 24958182.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 16395953.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8520912.0, ""borsa"": 1, ""fiyat"": 64025.0, ""kaynak"": ""BNB""}]","[{""usdt"": 10843504.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8849929.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 8676132.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}]",PERP,-0.0818,0.2115,0.6668,1.7657,false,,true,0,0,1,3,2,0,3,47.1,48.2,IZLE,,25,64149.1,,,,,SEVIYE,55,1648.1,165,,,,,,,,,0,,19,1267.6,19,,,
32049,2026-07-30 03:42:16.896283+00,64140.850000000006,-112011.79619969665,271519.386,11816754894.0276,0.00007677000000000001,68401086.86571,0.0,21.7,BEKLE,false,0.0,0.0,1.4931,241.054,41685300.15387993,241.054,0.0,21.7,"[{""usdt"": 27179881.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 18299595.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8168551.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 9899187.0, ""borsa"": 3, ""fiyat"": 64175.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8483395.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 7888906.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]",PERP,-0.0941,0.2427,0.6849,0.6464,false,,true,0,0,1,3,3,0,3,43.6,44.6,IZLE,,25,64149.1,,,,,SEVIYE,55,1649.1,165,,,,,,,,,0,,19,1268.6,19,,,
32050,2026-07-30 03:43:17.116108+00,64145.149999999994,-240764.05645319703,252723.247,11816729436.0114,0.00007677000000000001,63123028.07611995,0.0,21.8,BEKLE,true,0.0,0.0,1.4931,301.333,42481874.245629944,301.333,0.0,21.8,"[{""usdt"": 23410349.0, ""borsa"": 1, ""fiyat"": 64050.0, ""kaynak"": ""BNB""}, {""usdt"": 16548629.0, ""borsa"": 3, ""fiyat"": 64125.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8353320.0, ""borsa"": 1, ""fiyat"": 64075.0, ""kaynak"": ""BNB""}]","[{""usdt"": 8926203.0, ""borsa"": 3, ""fiyat"": 64150.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8580969.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 8126683.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]",PERP,-0.0993,0.1955,0.6695,0.2787,false,,true,0,0,1,3,3,0,3,39.7,40.8,IZLE,,25,64149.1,,,,,SEVIYE,55,1650.1,165,,,,,,,,,0,,19,1269.6,19,,,
