id,kayit_zamani,anlik_fiyat,spot_cvd,vadeli_cvd,open_interest,funding_rate,order_book_depth_bid_1pct,liquidation_pool_volume,guven_skoru,sinyal_durumu,is_win,agg_long_liq,agg_short_liq,long_short_ratio,en_olgun_emir_yasi_sn,order_book_depth_ask_1pct,en_olgun_ask_yasi_sn,long_skor,short_skor,yakin_likidite_bid,yakin_likidite_ask,emilim_borsasi,spot_egilim,perp_egilim,emilim_spot_pay,emilim_esnekligi,satici_tukenmesi,sonme_orani,alici_tukenmesi,alici_sonme_orani,spot_bid_agir_sayi,spot_ask_agir_sayi,spot_borsa_sayisi,perp_bid_agir_sayi,perp_ask_agir_sayi,perp_borsa_sayisi,spot_ob_yasi_sn,perp_ob_yasi_sn,swing_kademe,swing_yon,swing_skor,swing_seviye,swing_kisa_hedef,swing_uzun_hedef,swing_stop,swing_rr,swing_tetik,seviye_guc,seviye_yasi_dk,seviye_yenileme_sayisi,delme_min_belirleyen,delme_atr_kati,lik_yog_yon,lik_yog_ters,lik_iki_tarafli,mum_ici_konum,lik_pencere_damgasi,lik_borsa_sayisi,lik_donma_sayaci,swing_rr_kisa,harita_seviye_sayisi,harita_medyan_yas_dk,harita_grab_uygun,golge_yon,golge_kapi,golge_skor
30849,2026-07-29 07:31:03.431688+00,64459.350000000006,-437906.1705968955,-217111.37899999996,11830519104.383598,0.00008766800000000002,98565665.5300099,16541.6435,52.3,BEKLE,true,0.0,16541.6435,1.5504,1509.631,81636681.14381994,3621.469,0.0,52.3,"[{""usdt"": 51438246.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 9909645.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}, {""usdt"": 9872176.0, ""borsa"": 2, ""fiyat"": 64475.0, ""kaynak"": ""BYB+OKX""}]","[{""usdt"": 38551863.0, ""borsa"": 3, ""fiyat"": 64500.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13718992.0, ""borsa"": 1, ""fiyat"": 64550.0, ""kaynak"": ""BNB""}, {""usdt"": 11730910.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}]",SPOT,0.3583,0.0939,0.0692,1.4671,false,2.8685,true,0,3,0,3,1,1,3,63.2,61.7,IZLE,,25,64475.9,,,,,SEVIYE,45,57.4,6,PCT,0.53,0.0,6.210513992978266,false,0.064,1785310200,3,0,,16,828.4,15,,,
30850,2026-07-29 07:32:04.187399+00,64450.649999999994,-2067913.8039590959,-807060.8800000001,11825879490.326,0.00008766800000000002,96142238.2254799,16537.223,23.4,BEKLE,false,0.0,16537.223,1.5504,1570.413,73888142.93613994,3682.251,0.0,23.4,"[{""usdt"": 51438246.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 17659140.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9909645.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]","[{""usdt"": 17680474.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 14280078.0, ""borsa"": 3, ""fiyat"": 64475.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13718992.0, ""borsa"": 1, ""fiyat"": 64550.0, ""kaynak"": ""BNB""}]",SPOT,0.1939,0.1309,0.8555,0.3988,false,4.2458,true,0,2,0,3,1,1,3,59.8,61,IZLE,,25,64475.9,,,,,SEVIYE,45,58.4,6,,,,,,,1785310200,3,0,,16,829.4,15,,,
30851,2026-07-29 07:33:04.564501+00,64452.350000000006,-2195118.552718497,-780769.8020000001,11828405298.4864,0.00008766800000000002,98575150.27721994,16537.223,17.3,BEKLE,false,0.0,16537.223,1.5504,1630.642,65700413.09349999,3742.48,0.0,17.3,"[{""usdt"": 52337850.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 13883438.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11413443.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 18788036.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 17376965.0, ""borsa"": 1, ""fiyat"": 64550.0, ""kaynak"": ""BNB""}, {""usdt"": 15710555.0, ""borsa"": 3, ""fiyat"": 64475.0, ""kaynak"": ""BNB+BYB+OKX""}]",HER_IKISI,0.2252,0.2001,0.9482,0.0787,false,2.305,true,0,2,0,3,3,0,3,56.2,57.3,IZLE,,25,64475.9,,,,,SEVIYE,45,59.4,6,,,,,,,1785310200,3,1,,16,830.4,15,,,
30852,2026-07-29 07:34:05.065712+00,64423.95,-3104262.4612360983,-822653.6620000001,11824337615.013699,0.00008766800000000002,64446328.843100086,16537.223,30.5,BEKLE,false,0.0,16537.223,1.5465,1691.146,74112173.13447994,3802.984,0.0,30.5,"[{""usdt"": 20474874.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 17770977.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12339723.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18076619.0, ""borsa"": 1, ""fiyat"": 64550.0, ""kaynak"": ""BNB""}, {""usdt"": 17697470.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 13598761.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.1291,-0.0698,0.9189,0.9672,false,2.8247,true,0,1,0,3,0,1,3,52.9,53.9,IZLE,,25,64383,,,,,SEVIYE,65,60.4,7,,,,,,,1785310200,3,2,,15,831.4,15,,,
30853,2026-07-29 07:35:05.673824+00,64419.95,-3530315.079579396,-876607.2580000001,11824066546.4271,0.00008766800000000002,81278107.67162998,16437.223,15.0,BEKLE,false,0.0,16437.223,1.5465,1751.702,64501631.481940106,3863.54,0.0,15.0,"[{""usdt"": 44688163.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10236750.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}, {""usdt"": 9716676.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]","[{""usdt"": 17815164.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 13458900.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12006438.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}]",SPOT,0.1603,0.1151,0.9789,0.9974,false,2.7195,true,0,2,0,3,0,0,3,49.5,50.6,IZLE,,25,64383,,,,,SEVIYE,65,61.4,7,,,,,,,1785310200,2,0,,15,832.4,15,,,
30854,2026-07-29 07:36:05.975413+00,64411.95,-3039292.5120574986,-257789.06500000003,11826035745.331001,0.00008766800000000002,81546294.41478013,0.0,10.9,BEKLE,true,0.0,0.0,1.5465,1812.211,65702825.70746007,3924.049,10.9,0.0,"[{""usdt"": 45309280.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9938090.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 8775750.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18954686.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 13835557.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12489570.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}]",SPOT,0.2102,0.1076,0.9775,0.9746,false,,true,0,3,0,3,0,0,3,46.2,47.3,IZLE,,25,64383,,,,,SEVIYE,65,62.4,7,,,,,,,,,0,,15,833.4,15,,,
30855,2026-07-29 07:37:06.351284+00,64412.05,-3232966.684023498,-241090.35399999996,11824639505.207201,0.00008766800000000002,87317542.72932015,0.0,52.9,BEKLE,false,0.0,0.0,1.5439,1872.495,69159140.40371008,3984.333,0.0,52.9,"[{""usdt"": 50520629.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11439636.0, ""borsa"": 3, ""fiyat"": 64375.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9639046.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18448983.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 15978232.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12233420.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}]",YOK,0.1285,0.116,0.5832,1.0575,false,,true,0.0943,1,0,3,1,0,3,42,43.1,IZLE,,25,64383,,,,,SEVIYE,65,63.4,7,,,,,,,,,0,,15,834.4,15,,,
30856,2026-07-29 07:38:06.665388+00,64422.25,-3429624.1456265994,-278207.09599999996,11827948010.978302,0.00008766800000000002,84766743.15575019,0.0,51.2,BEKLE,false,0.0,0.0,1.5439,1932.812,73258972.45947996,4044.65,0.0,51.2,"[{""usdt"": 43744080.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9961014.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}, {""usdt"": 9517453.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18616102.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 15994325.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13838953.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.1496,0.0728,0.6255,0.8346,false,,true,0.1047,2,0,3,0,0,3,38.2,39.3,IZLE,,25,64383,,,,,SEVIYE,65,64.4,7,,,,,,,,,0,,15,835.4,15,,,
30857,2026-07-29 07:39:06.945171+00,64421.95,-3931809.563422998,-390328.959,11824066087.1628,0.00008766800000000002,83151313.44445004,0.0,49.9,BEKLE,false,0.0,0.0,1.5439,1993.14,78541740.61030997,4104.978,0.0,49.9,"[{""usdt"": 46147223.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11043001.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 9062664.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]","[{""usdt"": 20066537.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 19165849.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}, {""usdt"": 15861792.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,0.1375,0.0285,0.5655,0.0748,false,,true,0.0172,0,0,3,0,0,3,34.7,35.8,IZLE,,25,64383,,,,,SEVIYE,65,65.4,7,,,,,,,,,0,,15,836.4,15,,,
30858,2026-07-29 07:40:08.171135+00,64435.149999999994,-4257694.884911697,-384951.372,11824761997.552399,0.00008766800000000002,111476954.03896007,128.8404,44.1,BEKLE,true,128.8404,0.0,1.5439,2054.323,73047701.40773998,4166.161,0.0,44.1,"[{""usdt"": 46802250.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 33910006.0, ""borsa"": 1, ""fiyat"": 64300.0, ""kaynak"": ""BNB""}, {""usdt"": 10588362.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]","[{""usdt"": 19035633.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 16610799.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}, {""usdt"": 13911030.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}]",HER_IKISI,0.164,0.2083,0.5014,0.5737,false,,true,0.0572,1,0,3,1,0,3,31.6,32.6,IZLE,,25,64383,,,,,SEVIYE,65,66.4,7,,,,,,,1785310740,1,0,,15,837.4,15,,,
30859,2026-07-29 07:41:08.5601+00,64435.05,-4016068.7483625985,408771.57,11827639680.8049,0.00008766800000000002,86066920.61300008,128.8598,57.1,BEKLE,,128.8598,0.0,1.5439,2114.692,79203990.67441002,4226.53,0.0,57.1,"[{""usdt"": 42912204.0, ""borsa"": 3, ""fiyat"": 64400.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 16231307.0, ""borsa"": 3, ""fiyat"": 64425.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9552878.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}]","[{""usdt"": 21626341.0, ""borsa"": 3, ""fiyat"": 64450.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 18125229.0, ""borsa"": 1, ""fiyat"": 64500.0, ""kaynak"": ""BNB""}, {""usdt"": 15832041.0, ""borsa"": 1, ""fiyat"": 64525.0, ""kaynak"": ""BNB""}]",YOK,0.0784,0.0415,0.4991,0.6463,false,,true,0.1336,0,0,3,0,1,3,28.1,29.2,IZLE,,25,64383,,,,,SEVIYE,65,67.4,7,,,,,,,1785310740,1,0,,15,838.4,15,,,
