id,kayit_zamani,anlik_fiyat,spot_cvd,vadeli_cvd,open_interest,funding_rate,order_book_depth_bid_1pct,liquidation_pool_volume,guven_skoru,sinyal_durumu,is_win,agg_long_liq,agg_short_liq,long_short_ratio,en_olgun_emir_yasi_sn,order_book_depth_ask_1pct,en_olgun_ask_yasi_sn,long_skor,short_skor,yakin_likidite_bid,yakin_likidite_ask,emilim_borsasi,spot_egilim,perp_egilim,emilim_spot_pay,emilim_esnekligi,satici_tukenmesi,sonme_orani,alici_tukenmesi,alici_sonme_orani,spot_bid_agir_sayi,spot_ask_agir_sayi,spot_borsa_sayisi,perp_bid_agir_sayi,perp_ask_agir_sayi,perp_borsa_sayisi,spot_ob_yasi_sn,perp_ob_yasi_sn,swing_kademe,swing_yon,swing_skor,swing_seviye,swing_kisa_hedef,swing_uzun_hedef,swing_stop,swing_rr,swing_tetik,seviye_guc,seviye_yasi_dk,seviye_yenileme_sayisi,delme_min_belirleyen,delme_atr_kati,lik_yog_yon,lik_yog_ters,lik_iki_tarafli,mum_ici_konum,lik_pencere_damgasi,lik_borsa_sayisi,lik_donma_sayaci,swing_rr_kisa,harita_seviye_sayisi,harita_medyan_yas_dk,harita_grab_uygun,golge_yon,golge_kapi,golge_skor
31134,2026-07-29 12:18:19.64301+00,64281.350000000006,-4107898.2029928076,-2808290.764999999,11730639437.013601,0.00008278,59350367.80112003,153093.9277,0.0,BEKLE,,153093.9277,0.0,1.442,121.482,56901574.56447,61.058,0.0,0.0,"[{""usdt"": 14408308.0, ""borsa"": 3, ""fiyat"": 64250.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12511725.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12455511.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]","[{""usdt"": 21539372.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7836689.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}, {""usdt"": 7687210.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.188,0.0211,0.5192,1.1525,false,,false,,0,2,3,0,1,3,44.4,45.5,IZLE,,50,64258.4,,,,,SEVIYE+TASFIYE,50,154.4,16,,,,,,,1785327480,2,0,,20,1105.6,20,,,
31135,2026-07-29 12:19:20.010828+00,64297.75,-4107898.2029928076,-2808290.764999999,11730639437.013601,0.00008278,59681880.56766005,153093.9277,0.0,BEKLE,,153093.9277,0.0,1.442,60.617,53611610.76954001,60.617,0.0,0.0,"[{""usdt"": 14683842.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12323187.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 11763688.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 16191343.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11379138.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8066652.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.1089,0.0536,0.498,1.1033,false,,false,,0,1,3,0,0,3,41.1,42.2,IZLE,,50,64258.4,,,,,SEVIYE+TASFIYE,50,155.4,16,,,,,,,1785327480,2,0,,20,1106.6,20,,,
31136,2026-07-29 12:20:20.32601+00,64296.95,-4322564.015179411,-2563381.2469999995,11726635160.019001,0.00008278,57138387.50247002,153102.51549999998,48.5,BEKLE,,153102.51549999998,0.0,1.442,120.995,49968256.78913001,120.995,48.5,0.0,"[{""usdt"": 14959839.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 13027349.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11177802.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14650778.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9418340.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 8238482.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}]",YOK,-0.1035,0.0669,0.6512,1.0547,false,,false,,0,1,3,1,0,3,37.6,38.7,IZLE,,50,64258.4,,,,,SEVIYE+TASFIYE,50,156.4,16,,,,,,,1785327480,2,0,,20,1107.6,20,,,
31137,2026-07-29 12:21:20.627197+00,64328.149999999994,-4180699.1192687084,-2032670.3519999997,11726424775.181,0.00008278,55412924.90990002,150398.8957,16.4,BEKLE,false,150398.8957,0.0,1.439,181.246,51870255.35019999,181.246,16.4,0.0,"[{""usdt"": 13760063.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12185145.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 10906716.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13870254.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12519854.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9396168.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.0752,0.033,0.9423,0.6004,false,,true,0,0,0,3,0,0,3,33.5,35.1,IZLE,,50,64394.3,,,,,SEVIYE+TASFIYE,100,347.6,35,,,,,,,1785327480,2,0,,20,1108.6,20,,,
31138,2026-07-29 12:22:21.13045+00,64282.45,-3390048.9057583087,-1355021.393,11730737123.116001,0.00008278,58592446.77696995,84233.99630000001,50.3,BEKLE,,84233.99630000001,0.0,1.439,241.573,53121316.06853999,120.578,0.0,50.3,"[{""usdt"": 15293492.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12803559.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 12055244.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13950150.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11291939.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10872521.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,-0.0458,0.049,0.2782,0.0468,false,,true,0,0,0,3,0,0,3,30,31.1,IZLE,,25,64258.4,,,,,SEVIYE,50,158.4,16,,,,,,,1785327600,2,0,,20,1109.6,20,,,
31139,2026-07-29 12:23:21.379608+00,64330.95,-3368004.8907410083,-1445541.34,11724371893.9218,0.00008278,55662115.726059996,66553.48890000001,52.8,BEKLE,true,66553.48890000001,0.0,1.439,302.04,54253514.02764003,181.045,0.0,52.8,"[{""usdt"": 13418664.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 13103476.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12508269.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18251377.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10240896.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9529705.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]",YOK,-0.0491,0.0128,0.2836,1.1436,false,,true,0,0,1,3,0,0,3,26.6,27.7,IZLE,,50,64394.3,,,,,SEVIYE+TASFIYE,100,349.7,35,,,,,,,1785327600,2,0,,20,1110.6,20,,,
31140,2026-07-29 12:24:22.107036+00,64339.95,-2954797.1038453085,-1251990.383,11731088314.888802,0.00008278,51017320.36378001,24122.9478,47.4,BEKLE,true,3537.0278,20585.920000000002,1.439,181.447,54602654.318189934,0,0.0,47.4,"[{""usdt"": 13519207.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12932912.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 7752862.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18760931.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10404614.0, ""borsa"": 3, ""fiyat"": 64375.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9687439.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,0.0349,-0.0339,0.3513,0.7882,false,,true,0,0,0,3,0,1,3,23.1,24.2,IZLE,,25,64393.8,,,,,SEVIYE,100,350.7,36,,,,,,,1785327780,1,0,,20,1111.7,20,,,
31141,2026-07-29 12:25:22.487983+00,64323.850000000006,-2845830.2960708095,-591806.585,11732278614.8226,0.00008278,56458529.64846998,25605.3128,51.3,BEKLE,true,5016.8328,20588.48,1.439,241.797,56659200.136870034,60.35,0.0,51.3,"[{""usdt"": 12901732.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 12706308.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11775234.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18003398.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12960354.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9423624.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]",YOK,-0.0088,-0.0018,0.3537,0.3951,false,,true,0,0,0,3,1,1,3,19.1,20.2,IZLE,,25,64258.4,,,,,SEVIYE,50,161.4,17,,,,,,,1785327780,1,0,,20,1112.7,20,,,
31142,2026-07-29 12:26:22.847754+00,64322.149999999994,-2860698.9826604095,-289700.31700000004,11729644767.1344,0.00008278,51882631.10853999,22132.615999999998,55.4,BEKLE,true,1544.136,20588.48,1.439,302.217,51029405.41198994,120.77,0.0,55.4,"[{""usdt"": 13199012.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12354071.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 10493170.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 17046004.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9181221.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}, {""usdt"": 9026467.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,-0.0071,0.0083,0.3563,0.0992,false,,true,0,0,0,3,0,0,3,15.7,16.8,IZLE,,25,64258.4,,,,,SEVIYE,50,162.4,17,,,,,,,1785327780,1,0,,20,1113.7,20,,,
31143,2026-07-29 12:27:23.181936+00,64325.25,-2895534.4292096095,-285855.908,11730775484.9948,0.00008278,55406727.41471003,22132.615999999998,37.8,BEKLE,true,1544.136,20588.48,1.4378,362.502,46449174.48340001,181.055,0.0,37.8,"[{""usdt"": 12746134.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 12469441.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9157817.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]","[{""usdt"": 13947481.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8744376.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 7954251.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,-0.0345,0.0879,0.2526,1.3408,false,,true,0,0,1,3,1,0,3,11.3,12.4,IZLE,,25,64258.4,,,,,SEVIYE,50,163.4,17,,,,,,,1785327780,1,1,,20,1114.7,20,,,
31144,2026-07-29 12:28:23.571873+00,64320.05,-1318091.2941441087,-255646.76900000006,11732687647.177599,0.00008278,49590350.13045002,22132.615999999998,58.2,BEKLE,true,1544.136,20588.48,1.4378,422.845,53641015.13440995,241.398,0.0,58.2,"[{""usdt"": 12129297.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 12060378.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9743932.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14262787.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11465623.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8237095.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,-0.0534,-0.0392,0.5573,0.1816,false,,true,0,0,1,3,0,1,3,7.8,8.9,IZLE,,25,64258.4,,,,,SEVIYE,50,164.4,17,,,,,,,1785327780,1,2,,20,1115.7,20,,,
31145,2026-07-29 12:29:23.858986+00,64326.649999999994,-1635776.6492793076,-276672.333,11728601182.227999,0.00008278,46957363.784350015,0.0,61.1,BEKLE,true,0.0,0.0,1.4378,483.279,56614110.531550005,301.832,0.0,61.1,"[{""usdt"": 12116168.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 10547711.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8705892.0, ""borsa"": 1, ""fiyat"": 64275.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14845671.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10293556.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}, {""usdt"": 8419588.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]",YOK,-0.0642,-0.0932,0.4971,0.3071,false,,true,0.3554,0,1,3,0,1,3,4.4,5.5,IZLE,,25,64393.8,,,,,SEVIYE,100,355.7,36,,,,,,,,,0,,20,1116.7,20,,,
31146,2026-07-29 12:30:25.387705+00,64254.350000000006,-1447449.0202482075,-197190.62400000007,11727630017.654999,0.00008278,50922071.60235006,0.0,22.2,BEKLE,false,0.0,0.0,1.4378,544.64,45842122.79575002,0,0.0,22.2,"[{""usdt"": 13557249.0, ""borsa"": 2, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB""}, {""usdt"": 11137909.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 8231116.0, ""borsa"": 1, ""fiyat"": 64175.0, ""kaynak"": ""BNB""}]","[{""usdt"": 11283546.0, ""borsa"": 2, ""fiyat"": 64350.0, ""kaynak"": ""BNB+OKX""}, {""usdt"": 11219088.0, ""borsa"": 2, ""fiyat"": 64325.0, ""kaynak"": ""BNB+OKX""}, {""usdt"": 8315485.0, ""borsa"": 2, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB""}]",YOK,-0.1274,0.0525,0.7214,2.1974,false,,false,,0,1,3,0,1,3,1.9,63.7,IZLE,,25,64258.4,,,,,SEVIYE,50,166.5,17,,,,,,,,,0,,20,1117.7,20,,,
31147,2026-07-29 12:31:25.744522+00,64291.649999999994,1966634.310591499,1447046.772,11721975770.637,0.00008278,60050527.54408005,0.0,42.3,BEKLE,false,0.0,0.0,1.4378,605.07,41856930.39892002,60.43,0.0,42.3,"[{""usdt"": 19094581.0, ""borsa"": 3, ""fiyat"": 64250.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 14800339.0, ""borsa"": 3, ""fiyat"": 64225.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11137909.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]","[{""usdt"": 12067557.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 7113040.0, ""borsa"": 1, ""fiyat"": 64350.0, ""kaynak"": ""BNB""}, {""usdt"": 6849590.0, ""borsa"": 1, ""fiyat"": 64325.0, ""kaynak"": ""BNB""}]",PERP,-0.1274,0.1785,0.6701,0.2595,false,,false,6.2942,0,1,3,1,0,3,62.3,63.4,IZLE,,25,64258.4,,,,,SEVIYE,50,167.5,17,PCT,1.29,2.1148838134801013,42.819705237460305,false,0.018,,,0,,20,1118.7,20,,,
31148,2026-07-29 12:32:26.787464+00,64313.25,2118404.5604441985,1451214.588,11719573520.9045,0.00008278,57224501.770369984,0.0,51.8,BEKLE,true,0.0,0.0,1.4378,666.08,50257788.36941999,121.44,0.0,51.8,"[{""usdt"": 14664125.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13379600.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 12859225.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 15638211.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10365261.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8055535.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}]",YOK,-0.1312,0.0648,0.6784,0.0995,false,,false,6.4056,0,1,3,0,0,3,59,60.1,IZLE,,25,64258.4,,,,,SEVIYE,50,168.5,17,,,,,,,,,0,,20,1119.7,20,,,
31149,2026-07-29 12:33:27.792724+00,64324.45,2464882.8010667986,1610761.6960000002,11723230919.499199,0.00008278,54757806.618180014,0.0,49.5,BEKLE,true,0.0,0.0,1.4355,727.174,54048166.022209965,61.094,0.0,49.5,"[{""usdt"": 13764608.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11970988.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 9902955.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14818653.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 12300993.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 8912464.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.0618,0.0065,0.597,0.0426,false,0,false,7.3741,0,0,3,0,1,3,56.3,57.4,IZLE,,25,64258.4,,,,,SEVIYE,50,169.5,17,,,,,,,,,0,,20,1120.7,20,,,
31150,2026-07-29 12:34:28.107229+00,64313.75,2365741.0513134007,1626381.458,11723145295.9691,0.00008278,54655433.890270025,0.0,57.4,BEKLE,true,0.0,0.0,1.4355,787.508,54829031.03332998,121.428,0.0,57.4,"[{""usdt"": 14078331.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13043685.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 11238486.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}]","[{""usdt"": 17667340.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10059306.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9240064.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.074,-0.0016,0.6044,0.1218,false,,false,7.4525,0,1,3,0,0,3,52.7,53.8,IZLE,,25,64258.4,,,,,SEVIYE,50,170.5,18,,,,,,,,,0,,20,1001.6,20,,,
31151,2026-07-29 12:35:28.487177+00,64341.25,2683799.0549296024,1229209.9109999998,11726054693.184101,0.00008278,56790607.11087998,0.0,39.8,BEKLE,true,0.0,0.0,1.4355,847.801,58095788.71878995,181.721,0.0,39.8,"[{""usdt"": 13083867.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 12137145.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10576154.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 20674133.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9448222.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}, {""usdt"": 9382271.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,0.0001,-0.0114,0.6779,0.8921,false,,false,8.7462,0,0,3,0,1,3,49.2,50.3,IZLE,,25,64386.3,,,,,SEVIYE,100,361.8,37,,,,,,,,,0,,20,1002.6,20,,,
31152,2026-07-29 12:36:29.581696+00,64323.75,1724100.5591923043,-139360.47200000004,11721949460.1646,0.00008278,50983867.343210004,0.0,74.3,BEKLE,false,0.0,0.0,1.4355,908.663,51591996.35957994,242.583,74.3,0.0,"[{""usdt"": 14279035.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10742416.0, ""borsa"": 1, ""fiyat"": 64250.0, ""kaynak"": ""BNB""}, {""usdt"": 9714470.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 16255425.0, ""borsa"": 3, ""fiyat"": 64350.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 10669942.0, ""borsa"": 3, ""fiyat"": 64375.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9624481.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}]",YOK,-0.0076,-0.0059,0.1,0.8273,false,,false,2.3708,0,0,3,0,1,3,46.2,47.3,IZLE,,25,64386.3,,,,,SEVIYE,100,362.8,37,,,,,,,,,0,,20,1003.6,20,,,
31153,2026-07-29 12:37:29.868184+00,64295.55,1324316.1922985052,-44381.69399999999,11714762107.2227,0.00008278,56778367.23672999,0.0,74.2,BEKLE,false,0.0,0.0,1.4355,969.25,56695832.49151002,303.17,74.2,0.0,"[{""usdt"": 14899530.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 12206745.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}, {""usdt"": 11667668.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}]","[{""usdt"": 17203302.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9033716.0, ""borsa"": 1, ""fiyat"": 64425.0, ""kaynak"": ""BNB""}, {""usdt"": 8975632.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.1032,0.0007,0.2784,0.3878,false,,false,4.2028,0,1,3,0,1,3,42.9,43.9,IZLE,,25,64258.4,,,,,SEVIYE,50,173.5,18,,,,,,,,,0,,20,1004.6,20,,,
31154,2026-07-29 12:38:30.179745+00,64314.350000000006,1271580.0573791044,179787.27699999997,11714262714.0217,0.00008278,57749563.97841999,0.0,85.9,BEKLE,false,0.0,0.0,1.4355,1029.608,53911466.56644997,363.528,85.9,0.0,"[{""usdt"": 15257177.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 14646797.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 11043885.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 18679947.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9688836.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}, {""usdt"": 9035336.0, ""borsa"": 3, ""fiyat"": 64300.0, ""kaynak"": ""BNB+BYB+OKX""}]",YOK,-0.0952,0.0344,0.3773,0.1996,false,,false,3.5496,0,1,3,0,0,3,39.5,40.5,IZLE,,25,64258.4,,,,,SEVIYE,50,174.6,18,,,,,,,,,0,,20,1005.6,20,,,
31155,2026-07-29 12:39:30.833587+00,64317.05,1264795.0714757033,186894.62099999996,11715603450.8836,0.00008278,56335015.81843997,0.0,90.4,BEKLE,false,0.0,0.0,1.4355,1090.168,49235540.37499998,424.088,90.4,0.0,"[{""usdt"": 13671533.0, ""borsa"": 3, ""fiyat"": 64275.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 13553065.0, ""borsa"": 1, ""fiyat"": 64200.0, ""kaynak"": ""BNB""}, {""usdt"": 11754379.0, ""borsa"": 1, ""fiyat"": 64225.0, ""kaynak"": ""BNB""}]","[{""usdt"": 14530197.0, ""borsa"": 3, ""fiyat"": 64325.0, ""kaynak"": ""BNB+BYB+OKX""}, {""usdt"": 9399938.0, ""borsa"": 1, ""fiyat"": 64375.0, ""kaynak"": ""BNB""}, {""usdt"": 8143253.0, ""borsa"": 1, ""fiyat"": 64400.0, ""kaynak"": ""BNB""}]",YOK,-0.1014,0.0672,0.3572,0.0669,false,,false,4.0231,0,1,3,0,0,3,36.2,37.2,IZLE,,25,64258.4,,,,,SEVIYE,50,175.6,18,,,,,,,,,0,,20,1006.6,20,,,
